id,CategoryKey,DisplayName,InternalName,BaseItem,Variant,QualityTier,PrimaryConsumer,Trade,Unit,MarketValue_cp,MaterialCost_cp,LaborCost_cp,Overhead_cp,EfficiencyFactor_MC,EfficiencyFactor_LC,WasteRecovery_pct,MC_eff,LC_eff,Duty,DutyPct,DutyFree,EffectiveTaxPct,TaxAmount_cp,NetProfit_cp,Regions,Tags,ImportReliant,ImportTier,ExportFriendly,SourcingNotes,Margin_pct,DisplayPrice,DisplayPrice_Tidy,SuggestedPrice_cp,SuggestedDisplayPrice,Perishable,Bulky,Fragile,ValueDense,CorridorFriendly,RegionalMult_InRegion,RegionalMult_OutOfRegion,Preview_InRegion_cp,Preview_OutOfRegion_cp,Preview_InRegion_Display,Preview_OutOfRegion_Display
268,Leisure,Collector Dice Set,Dice set (bone) (Collector),Dice set (bone),Collector,Arcane,Noble,,set,143.22,33.6,25.2,5.04,0.1,0.1,0.02,29.568,22.68,No,0,No,0.4,57.288,28.644,urban,,No,0,No,,0.2,1si 43cp 2st 2ci,1si 43cp 2st,143,1si 43cp,No,No,No,No,No,1,1,143.22,143.22,1si 43cp 2st,1si 43cp 2st
269,Leisure,Common Chessmen,Chessmen (wood) (Common),Chessmen (wood),Common,Common,Commoner,,set,600,240,180,36,0.1,0.1,0.02,211.2,162,No,0,No,0.05,30,160.8,urban,,No,0,No,,0.268,6si,6si,600,6si,No,No,No,No,No,1,1,600,600,6si,6si
270,Leisure,Fine Chessmen,Chessmen (wood) (Fine),Chessmen (wood),Fine,Fine,Artisan,,set,840,336,252,50.4,0.1,0.1,0.02,295.68,226.8,No,0,No,0.08,67.2,199.92,urban,,No,0,No,,0.238,8si 40cp,8si 40cp,840,8si 40cp,No,No,No,No,No,1,1,840,840,8si 40cp,8si 40cp
271,Leisure,Luxury Chessmen,Chessmen (wood) (Luxury),Chessmen (wood),Luxury,Luxury,Noble,,set,1818.667,480,360,72,0.1,0.1,0.02,422.4,324,No,0,No,0.35,636.533,363.734,urban,,No,0,No,,0.20000033,18si 18cp 6st 7ci,18si 18cp 6st,1819,18si 19cp,No,No,No,No,No,1,1,1818.667,1818.667,18si 18cp 6st,18si 18cp 6st
272,Leisure,Collector Chessmen,Chessmen (wood) (Collector),Chessmen (wood),Collector,Arcane,Noble,,set,2864.4,672,504,100.8,0.1,0.1,0.02,591.36,453.6,No,0,No,0.4,1145.76,572.88,urban,,No,0,No,,0.2,1g 8si 64cp 4st,1g 8si 64cp,2865,1g 8si 65cp,No,No,No,No,No,1,1,2864.4,2864.4,1g 8si 64cp,1g 8si 64cp
273,Transport,Common Cart Hire,Cart hire (in-city) (Common),Cart hire (in-city),Common,Common,Commoner,,trip,60,21,24,6,0.1,0.1,0.02,18.48,21.6,No,0,No,0.05,3,10.92,urban,,No,0,No,,0.182,60cp,60cp,60,60cp,No,No,No,No,No,1,1,60,60,60cp,60cp
274,Transport,Priority Cart Hire,Cart hire (in-city) (Priority),Cart hire (in-city),Priority,Fine,Merchant,,trip,84,29.4,33.6,8.4,0.1,0.1,0.02,25.872,30.24,No,0,No,0.1,8.4,11.088,urban,,No,0,No,,0.132,84cp,84cp,84,84cp,No,No,No,No,No,1,1,84,84,84cp,84cp
275,Transport,Secure Cart Hire,Cart hire (in-city) (Secure),Cart hire (in-city),Secure,Luxury,Noble,,trip,167.564,42,48,12,0.1,0.1,0.02,36.96,43.2,No,0,No,0.35,58.647,16.757,urban,,No,0,No,,0.100003581,1si 67cp 5st 6ci,1si 67cp 5st,168,1si 68cp,No,No,No,No,No,1,1,167.564,167.564,1si 67cp 5st,1si 67cp 5st
276,Transport,Elite Cart Hire,Cart hire (in-city) (Elite),Cart hire (in-city),Elite,Arcane,Noble,,trip,239.616,54.6,62.4,15.6,0.1,0.1,0.02,48.048,56.16,No,0,No,0.4,95.846,23.962,urban,,No,0,No,,0.100001669,2si 39cp 6st 2ci,2si 39cp 6st,240,2si 40cp,No,No,No,No,No,1,1,239.616,239.616,2si 39cp 6st,2si 39cp 6st
277,Transport,Common Courier Letter,Courier letter (in-city) (Common),Courier letter (in-city),Common,Common,Commoner,,letter,40,14,16,4,0.1,0.1,0.02,12.32,14.4,No,0,No,0.05,2,7.28,urban,,No,0,No,,0.182,40cp,40cp,40,40cp,No,No,No,No,No,1,1,40,40,40cp,40cp
278,Transport,Priority Courier Letter,Courier letter (in-city) (Priority),Courier letter (in-city),Priority,Fine,Merchant,,letter,56,19.6,22.4,5.6,0.1,0.1,0.02,17.248,20.16,No,0,No,0.1,5.6,7.392,urban,,No,0,No,,0.132,56cp,56cp,56,56cp,No,No,No,No,No,1,1,56,56,56cp,56cp
279,Transport,Secure Courier Letter,Courier letter (in-city) (Secure),Courier letter (in-city),Secure,Luxury,Noble,,letter,111.709,28,32,8,0.1,0.1,0.02,24.64,28.8,No,0,No,0.35,39.098,11.171,urban,,No,0,No,,0.100000895,1si 11cp 7st 1ci,1si 11cp 7st,112,1si 12cp,No,No,No,No,No,1,1,111.709,111.709,1si 11cp 7st,1si 11cp 7st
280,Transport,Elite Courier Letter,Courier letter (in-city) (Elite),Courier letter (in-city),Elite,Arcane,Noble,,letter,159.744,36.4,41.6,10.4,0.1,0.1,0.02,32.032,37.44,No,0,No,0.4,63.898,15.974,urban,,No,0,No,,0.099997496,1si 59cp 7st 4ci,1si 59cp 7st,160,1si 60cp,No,No,No,No,No,1,1,159.744,159.744,1si 59cp 7st,1si 59cp 7st
281,Services,Common Bathhouse Entry,Bathhouse entry (Common),Bathhouse entry,Common,Common,Commoner,,visit,40,12,20,3.2,0.1,0.1,0.02,10.56,18,No,0,No,0.05,2,6.24,urban,,No,0,No,,0.156,40cp,40cp,40,40cp,No,No,No,No,No,1,1,40,40,40cp,40cp
282,Services,Comfort Bathhouse Entry,Bathhouse entry (Comfort),Bathhouse entry,Comfort,Fine,Artisan,,visit,56,16.8,28,4.48,0.1,0.1,0.02,14.784,25.2,No,0,No,0.08,4.48,7.056,urban,,No,0,No,,0.126,56cp,56cp,56,56cp,No,No,No,No,No,1,1,56,56,56cp,56cp
283,Services,Luxury Bathhouse Entry,Bathhouse entry (Luxury),Bathhouse entry,Luxury,Luxury,Noble,,visit,115.491,24,40,6.4,0.1,0.1,0.02,21.12,36,No,0,No,0.35,40.422,11.549,urban,,No,0,No,,0.099999134,1si 15cp 4st 9ci,1si 15cp 4st,115,1si 15cp,No,No,No,No,No,1,1,115.491,115.491,1si 15cp 4st,1si 15cp 4st
284,Services,Ritual Bathhouse Entry,Bathhouse entry (Ritual),Bathhouse entry,Ritual,Arcane,Temple,,visit,132.333,30,50,8,0.1,0.1,0.02,26.4,45,No,0,No,0.3,39.7,13.233,urban,,No,0,No,,0.099997733,1si 32cp 3st 3ci,1si 32cp 3st,132,1si 32cp,No,No,No,No,No,1,1,132.333,132.333,1si 32cp 3st,1si 32cp 3st
285,Services,Common Scribe Copying,Scribe copying (page) (Common),Scribe copying (page),Common,Common,Commoner,,page,20,6,10,1.6,0.1,0.1,0.02,5.28,9,No,0,No,0.05,1,3.12,urban,,No,0,No,,0.156,20cp,20cp,20,20cp,No,No,No,No,No,1,1,20,20,20cp,20cp
286,Services,Comfort Scribe Copying,Scribe copying (page) (Comfort),Scribe copying (page),Comfort,Fine,Artisan,,page,28,8.4,14,2.24,0.1,0.1,0.02,7.392,12.6,No,0,No,0.08,2.24,3.528,urban,,No,0,No,,0.126,28cp,28cp,28,28cp,No,No,No,No,No,1,1,28,28,28cp,28cp
287,Services,Luxury Scribe Copying,Scribe copying (page) (Luxury),Scribe copying (page),Luxury,Luxury,Noble,,page,57.745,12,20,3.2,0.1,0.1,0.02,10.56,18,No,0,No,0.35,20.211,5.774,urban,,No,0,No,,0.099991341,57cp 7st 4ci,57cp 7st 4ci,57.7,57cp 7st,No,No,No,No,No,1,1,57.745,57.745,57cp 7st 4ci,57cp 7st 4ci
288,Services,Ritual Scribe Copying,Scribe copying (page) (Ritual),Scribe copying (page),Ritual,Arcane,Temple,,page,66.167,15,25,4,0.1,0.1,0.02,13.2,22.5,No,0,No,0.3,19.85,6.617,urban,,No,0,No,,0.100004534,66cp 1st 7ci,66cp 1st 7ci,66.2,66cp 2st,No,No,No,No,No,1,1,66.167,66.167,66cp 1st 7ci,66cp 1st 7ci
289,Religious,Common Prayer Candle,Prayer candle (Common),Prayer candle,Common,Common,Temple,,each,6.951,2.7,2.1,0.6,0.1,0.1,0.02,2.376,1.89,No,0,No,0.1,0.695,1.39,urban,,No,0,No,,0.199971227,6cp 9st 5ci,6cp 9st 5ci,7,7cp,No,No,No,Yes,No,1,0.95,6.951,6.603,6cp 9st 5ci,6cp 6st
290,Religious,Fine Prayer Candle,Prayer candle (Fine),Prayer candle,Fine,Fine,Temple,,each,11.229,4.05,3.15,0.9,0.1,0.1,0.02,3.564,2.835,No,0,No,0.15,1.684,2.246,urban,,No,0,No,,0.200017811,11cp 2st 3ci,11cp 2st 3ci,11.2,11cp 2st,No,No,No,Yes,No,1,0.95,11.229,10.668,11cp 2st 3ci,10cp 6st 7ci
291,Religious,Ornate Prayer Candle,Prayer candle (Ornate),Prayer candle,Ornate,Luxury,Noble,,each,23.789,5.94,4.62,1.32,0.1,0.1,0.02,5.227,4.158,No,0,No,0.35,8.326,4.758,urban,,No,0,No,,0.200008407,23cp 7st 9ci,23cp 7st 9ci,23.8,23cp 8st,No,No,No,Yes,No,1,0.95,23.789,22.6,23cp 7st 9ci,22cp 6st
292,Religious,Relic Prayer Candle,Prayer candle (Relic),Prayer candle,Relic,Arcane,Noble,,each,36.495,8.1,6.3,1.8,0.1,0.1,0.02,7.128,5.67,No,0,No,0.4,14.598,7.299,urban,,No,0,No,,0.2,36cp 4st 9ci,36cp 4st 9ci,36.5,36cp 5st,No,No,No,Yes,No,1,0.95,36.495,34.67,36cp 4st 9ci,34cp 6st 7ci
293,Religious,Common Silver Holy Symbol,Silver holy symbol (Common),Silver holy symbol,Common,Common,Temple,,each,926.857,360,280,80,0.1,0.1,0.02,316.8,252,No,0,No,0.1,92.686,185.371,urban,,No,0,No,,0.199999568,9si 26cp 8st 6ci,9si 26cp 8st,927,9si 27cp,No,No,No,Yes,No,1,0.95,926.857,880.514,9si 26cp 8st,8si 80cp 5st
294,Religious,Fine Silver Holy Symbol,Silver holy symbol (Fine),Silver holy symbol,Fine,Fine,Temple,,each,1497.231,540,420,120,0.1,0.1,0.02,475.2,378,No,0,No,0.15,224.585,299.446,urban,,No,0,No,,0.199999866,14si 97cp 2st 3ci,14si 97cp 2st,1497,14si 97cp,No,No,No,Yes,No,1,0.95,1497.231,1422.369,14si 97cp 2st,14si 22cp 3st
295,Religious,Ornate Silver Holy Symbol,Silver holy symbol (Ornate),Silver holy symbol,Ornate,Luxury,Noble,,each,3171.911,792,616,176,0.1,0.1,0.02,696.96,554.4,No,0,No,0.35,1110.169,634.382,urban,,No,0,No,,0.199999937,1g 11si 71cp 9st 1ci,1g 11si 71cp,3170,1g 11si 70cp,No,No,No,Yes,No,1,0.95,3171.911,3013.315,1g 11si 71cp,1g 10si 13cp
296,Religious,Relic Silver Holy Symbol,Silver holy symbol (Relic),Silver holy symbol,Relic,Arcane,Noble,,each,4866,1080,840,240,0.1,0.1,0.02,950.4,756,No,0,No,0.4,1946.4,973.2,urban,,No,0,No,,0.2,2g 8si 66cp,2g 8si 66cp,4865,2g 8si 65cp,No,No,No,Yes,No,1,0.95,4866,4622.7,2g 8si 66cp,2g 6si 22cp
297,Reagents,Common Mandrake Root,Mandrake root (Common),Mandrake root,Common,Common,Artisan,,oz,274.375,120,60,16,0.1,0.1,0.02,105.6,54,No,0,No,0.06,16.462,82.313,urban,,No,0,No,,0.300001822,2si 74cp 3st 8ci,2si 74cp 3st,274,2si 74cp,No,No,No,Yes,No,1,0.95,274.375,260.656,2si 74cp 3st,2si 60cp 6st
298,Reagents,Rare Mandrake Root,Mandrake root (Rare),Mandrake root,Rare,Fine,Artisan,,oz,453.161,192,96,25.6,0.1,0.1,0.02,168.96,86.4,No,0,No,0.08,36.253,135.948,urban,,No,0,No,,0.299999338,4si 53cp 1st 6ci,4si 53cp 1st,453,4si 53cp,No,No,No,Yes,No,1,0.95,453.161,430.503,4si 53cp 1st,4si 30cp 5st
299,Reagents,Exquisite Mandrake Root,Mandrake root (Exquisite),Mandrake root,Exquisite,Luxury,Noble,,oz,1204.114,288,144,38.4,0.1,0.1,0.02,253.44,129.6,No,0,No,0.35,421.44,361.234,urban,,No,0,No,,0.299999834,12si 4cp 1st 1ci,12si 4cp 1st,1204,12si 4cp,No,No,No,Yes,No,1,0.95,1204.114,1143.908,12si 4cp 1st,11si 43cp 9st
300,Reagents,Legendary Mandrake Root,Mandrake root (Legendary),Mandrake root,Legendary,Arcane,Noble,,oz,2048.667,420,210,56,0.1,0.1,0.02,369.6,189,No,0,No,0.4,819.467,614.6,urban,,No,0,No,,0.299999951,1g 48cp 6st 7ci,1g 48cp,2050,1g 50cp,No,No,No,Yes,No,1,0.95,2048.667,1946.234,1g 48cp,19si 46cp 2st
301,Reagents,Common Powdered Pearl,Powdered pearl (Common),Powdered pearl,Common,Common,Artisan,,oz,823.125,360,180,48,0.1,0.1,0.02,316.8,162,No,0,No,0.06,49.387,246.938,coastal,,Yes,2,No,Coastal-only fishery,0.300000607,8si 23cp 1st 2ci,8si 23cp 1st,823,8si 23cp,No,No,No,Yes,Yes,1,1.06,823.125,872.512,8si 23cp 1st,8si 72cp 5st
302,Reagents,Rare Powdered Pearl,Powdered pearl (Rare),Powdered pearl,Rare,Fine,Artisan,,oz,1359.484,576,288,76.8,0.1,0.1,0.02,506.88,259.2,No,0,No,0.08,108.759,407.845,coastal,,Yes,2,No,Coastal-only fishery,0.299999853,13si 59cp 4st 8ci,13si 59cp 4st,1359,13si 59cp,No,No,No,Yes,Yes,1,1.06,1359.484,1441.053,13si 59cp 4st,14si 41cp
303,Reagents,Exquisite Powdered Pearl,Powdered pearl (Exquisite),Powdered pearl,Exquisite,Luxury,Noble,,oz,3612.343,864,432,115.2,0.1,0.1,0.02,760.32,388.8,No,0,No,0.35,1264.32,1083.703,coastal,,Yes,2,No,Coastal-only fishery,0.300000028,1g 16si 12cp 3st 4ci,1g 16si 12cp,3610,1g 16si 10cp,No,No,No,Yes,Yes,1,1.06,3612.343,3829.084,1g 16si 12cp,1g 18si 29cp
304,Reagents,Legendary Powdered Pearl,Powdered pearl (Legendary),Powdered pearl,Legendary,Arcane,Noble,,oz,6146,1260,630,168,0.1,0.1,0.02,1108.8,567,No,0,No,0.4,2458.4,1843.8,coastal,,Yes,2,No,Coastal-only fishery,0.3,3g 1si 46cp,3g 1si 46cp,6145,3g 1si 45cp,No,No,No,Yes,Yes,1,1.06,6146,6514.76,3g 1si 46cp,3g 5si 14cp
305,Animals,Common Chicken,Chicken (hen) (Common),Chicken (hen),Common,Common,Commoner,,each,200,100,70,20,0.1,0.1,0.02,88,63,No,0,No,0.05,10,19,grassland;farmland;hills,,No,0,No,,0.095,2si,2si,200,2si,No,Yes,No,No,No,0.99,1.04,198,208,1si 98cp,2si 8cp
306,Animals,Fine Chicken,Chicken (hen) (Fine),Chicken (hen),Fine,Fine,Artisan,,each,305.357,150,105,30,0.1,0.1,0.02,132,94.5,No,0,No,0.08,24.429,24.428,grassland;farmland;hills,,No,0,No,,0.079998166,3si 5cp 3st 6ci,3si 5cp 3st,305,3si 5cp,No,Yes,No,No,No,0.99,1.04,302.303,317.571,3si 2cp 3st,3si 17cp 5st
307,Animals,Trained Chicken,Chicken (hen) (Trained),Chicken (hen),Trained,Luxury,Merchant,,each,444.156,200,140,40,0.1,0.1,0.02,176,126,No,0,No,0.15,66.623,35.533,grassland;farmland;hills,,No,0,No,,0.080001171,4si 44cp 1st 6ci,4si 44cp 1st,444,4si 44cp,No,Yes,No,No,No,0.99,1.04,439.714,461.922,4si 39cp 7st,4si 61cp 9st
308,Animals,Champion Chicken,Chicken (hen) (Champion),Chicken (hen),Champion,Arcane,Noble,,each,986.538,300,210,60,0.1,0.1,0.02,264,189,No,0,No,0.4,394.615,78.923,grassland;farmland;hills,,No,0,No,,0.079999959,9si 86cp 5st 4ci,9si 86cp 5st,987,9si 87cp,No,Yes,No,No,No,0.99,1.04,976.673,1026,9si 76cp 6st,10si 26cp
309,Animals,Common Draft Horse,Draft horse (Common),Draft horse,Common,Common,Commoner,,each,20000,10000,7000,2000,0.1,0.1,0.02,8800,6300,No,0,No,0.05,1000,1900,grassland;farmland;hills,,No,0,No,,0.095,2pl,2pl,20000,2pl,No,Yes,No,No,No,0.99,1.04,19800,20800,1pl 4g 18si,2pl 8si
310,Animals,Fine Draft Horse,Draft horse (Fine),Draft horse,Fine,Fine,Artisan,,each,30535.714,15000,10500,3000,0.1,0.1,0.02,13200,9450,No,0,No,0.08,2442.857,2442.857,grassland;farmland;hills,,No,0,No,,0.079999996,3pl 5si 35cp 7st 1ci,3pl 5si 35cp,30535,3pl 5si 35cp,No,Yes,No,No,No,0.99,1.04,30230.357,31757.143,3pl 2si 30cp,3pl 17si 57cp
311,Animals,Trained Draft Horse,Draft horse (Trained),Draft horse,Trained,Luxury,Merchant,,each,44415.584,20000,14000,4000,0.1,0.1,0.02,17600,12600,No,0,No,0.15,6662.338,3553.246,grassland;farmland;hills,,No,0,No,,0.079999984,4pl 2g 4si 15cp 5st 8ci,4pl 2g 4si 15cp,44415,4pl 2g 4si 15cp,No,Yes,No,No,No,0.99,1.04,43971.428,46192.207,4pl 1g 19si 71cp,4pl 3g 1si 92cp
312,Animals,Champion Draft Horse,Draft horse (Champion),Draft horse,Champion,Arcane,Noble,,each,98653.846,30000,21000,6000,0.1,0.1,0.02,26400,18900,No,0,No,0.4,39461.538,7892.308,grassland;farmland;hills,,No,0,No,,0.080000003,9pl 4g 6si 53cp 8st 5ci,9pl 4g 6si 53cp,98655,9pl 4g 6si 55cp,No,Yes,No,No,No,0.99,1.04,97667.308,102600,9pl 3g 16si 67cp,10pl 1g 6si
313,ShipSupplies,"Common Rope, Hemp","Rope, hemp (50 ft) (Common)","Rope, hemp (50 ft)",Common,Common,Artisan,,coil,80,40,24,6.4,0.1,0.1,0.02,35.2,21.6,No,0,No,0.06,4.8,12,urban,,No,0,No,,0.15,80cp,80cp,80,80cp,No,Yes,No,No,No,0.99,1.04,79.2,83.2,79cp 2st,83cp 2st
314,ShipSupplies,"Fine Rope, Hemp","Rope, hemp (50 ft) (Fine)","Rope, hemp (50 ft)",Fine,Fine,Artisan,,coil,108,54,32.4,8.64,0.1,0.1,0.02,47.52,29.16,No,0,No,0.08,8.64,14.04,urban,,No,0,No,,0.13,1si 8cp,1si 8cp,108,1si 8cp,No,Yes,No,No,No,0.99,1.04,106.92,112.32,1si 6cp 9st,1si 12cp 3st
315,ShipSupplies,"Heavy-duty Rope, Hemp","Rope, hemp (50 ft) (Heavy-Duty)","Rope, hemp (50 ft)",Heavy-Duty,Luxury,Merchant,,coil,151.68,72,43.2,11.52,0.1,0.1,0.02,63.36,38.88,No,0,No,0.15,22.752,15.168,urban,,No,0,No,,0.1,1si 51cp 6st 8ci,1si 51cp 6st,152,1si 52cp,No,Yes,No,No,No,0.99,1.04,150.163,157.747,1si 50cp 1st,1si 57cp 7st
316,ShipSupplies,"Admiralty Rope, Hemp","Rope, hemp (50 ft) (Admiralty)","Rope, hemp (50 ft)",Admiralty,Arcane,Noble,,coil,303.36,96,57.6,15.36,0.1,0.1,0.02,84.48,51.84,No,0,No,0.4,121.344,30.336,urban,,No,0,No,,0.1,3si 3cp 3st 6ci,3si 3cp 3st,303,3si 3cp,No,Yes,No,No,No,0.99,1.04,300.326,315.494,3si 3st,3si 15cp 4st
317,ShipSupplies,Common Block & Tackle,Block & tackle (Common),Block & tackle,Common,Common,Artisan,,each,300,150,90,24,0.1,0.1,0.02,132,81,No,0,No,0.06,18,45,urban,,No,0,No,,0.15,3si,3si,300,3si,No,Yes,No,No,No,0.99,1.04,297,312,2si 97cp,3si 12cp
318,ShipSupplies,Fine Block & Tackle,Block & tackle (Fine),Block & tackle,Fine,Fine,Artisan,,each,405,202.5,121.5,32.4,0.1,0.1,0.02,178.2,109.35,No,0,No,0.08,32.4,52.65,urban,,No,0,No,,0.13,4si 5cp,4si 5cp,405,4si 5cp,No,Yes,No,No,No,0.99,1.04,400.95,421.2,4si 9st,4si 21cp 2st
319,ShipSupplies,Heavy-duty Block & Tackle,Block & tackle (Heavy-Duty),Block & tackle,Heavy-Duty,Luxury,Merchant,,each,568.8,270,162,43.2,0.1,0.1,0.02,237.6,145.8,No,0,No,0.15,85.32,56.88,urban,,No,0,No,,0.1,5si 68cp 8st,5si 68cp 8st,569,5si 69cp,No,Yes,No,No,No,0.99,1.04,563.112,591.552,5si 63cp 1st,5si 91cp 5st
320,ShipSupplies,Admiralty Block & Tackle,Block & tackle (Admiralty),Block & tackle,Admiralty,Arcane,Noble,,each,1137.6,360,216,57.6,0.1,0.1,0.02,316.8,194.4,No,0,No,0.4,455.04,113.76,urban,,No,0,No,,0.1,11si 37cp 6st,11si 37cp 6st,1138,11si 38cp,No,Yes,No,No,No,0.99,1.04,1126.224,1183.104,11si 26cp 2st,11si 83cp 1st
321,WildGame,Low Inn Venison,Venison (1 lb) (Low Inn),Venison (1 lb),Low Inn,Staple,Commoner,,lb,34.2,14.364,12.312,1.71,0.1,0.1,0.02,12.64,11.081,No,0,No,0.04,1.368,7.401,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.216403509,34cp 2st,34cp 2st,34.2,34cp 2st,Yes,No,No,No,No,0.95,1.06,32.49,36.252,32cp 4st 9ci,36cp 2st 5ci
322,WildGame,Common Venison,Venison (1 lb) (Common),Venison (1 lb),Common,Common,Commoner,,lb,36,15.12,12.96,1.8,0.1,0.1,0.02,13.306,11.664,No,0,No,0.05,1.8,7.43,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.206388889,36cp,36cp,36,36cp,Yes,No,No,No,No,0.95,1.06,34.2,38.16,34cp 2st,38cp 1st 6ci
323,WildGame,Fine Venison,Venison (1 lb) (Fine),Venison (1 lb),Fine,Fine,Artisan,,lb,46.8,19.656,16.848,2.34,0.1,0.1,0.02,17.297,15.163,No,0,No,0.08,3.744,8.256,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.176410256,46cp 8st,46cp 8st,46.8,46cp 8st,Yes,No,No,No,No,0.95,1.06,44.46,49.608,44cp 4st 6ci,49cp 6st 1ci
324,WildGame,High Table Venison,Venison (1 lb) (High Table),Venison (1 lb),High Table,Luxury,Noble,,lb,89.233,28.728,24.624,3.42,0.1,0.1,0.02,25.281,22.162,No,0,No,0.35,31.232,7.138,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.079992828,89cp 2st 3ci,89cp 2st 3ci,89.2,89cp 2st,Yes,Yes,No,No,No,0.94,1.1,83.879,98.156,83cp 8st 8ci,98cp 1st 6ci
325,WildGame,Low Inn Pheasant,Pheasant (whole) (Low Inn),Pheasant (whole),Low Inn,Staple,Commoner,,each,66.5,27.93,23.94,3.325,0.1,0.1,0.02,24.578,21.546,No,0,No,0.04,2.66,14.391,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.216406015,66cp 5st,66cp 5st,66.5,66cp 5st,Yes,No,No,No,No,0.95,1.06,63.175,70.49,63cp 1st 8ci,70cp 4st 9ci
326,WildGame,Common Pheasant,Pheasant (whole) (Common),Pheasant (whole),Common,Common,Commoner,,each,70,29.4,25.2,3.5,0.1,0.1,0.02,25.872,22.68,No,0,No,0.05,3.5,14.448,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.2064,70cp,70cp,70,70cp,Yes,No,No,No,No,0.95,1.06,66.5,74.2,66cp 5st,74cp 2st
327,WildGame,Fine Pheasant,Pheasant (whole) (Fine),Pheasant (whole),Fine,Fine,Artisan,,each,91,38.22,32.76,4.55,0.1,0.1,0.02,33.634,29.484,No,0,No,0.08,7.28,16.052,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.176395604,91cp,91cp,91,91cp,Yes,No,No,No,No,0.95,1.06,86.45,96.46,86cp 4st 5ci,96cp 4st 6ci
328,WildGame,High Table Pheasant,Pheasant (whole) (High Table),Pheasant (whole),High Table,Luxury,Noble,,each,173.507,55.86,47.88,6.65,0.1,0.1,0.02,49.157,43.092,No,0,No,0.35,60.727,13.881,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.080002536,1si 73cp 5st 1ci,1si 73cp 5st,174,1si 74cp,Yes,Yes,No,No,No,0.94,1.1,163.097,190.858,1si 63cp 1st,1si 90cp 8st
329,WildGame,Low Inn Elk,Elk (1 lb) (Low Inn),Elk (1 lb),Low Inn,Staple,Commoner,,lb,38,15.96,13.68,1.9,0.1,0.1,0.02,14.045,12.312,No,0,No,0.04,1.52,8.223,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.216394737,38cp,38cp,38,38cp,Yes,No,No,No,No,0.95,1.06,36.1,40.28,36cp 1st,40cp 2st 8ci
330,WildGame,Common Elk,Elk (1 lb) (Common),Elk (1 lb),Common,Common,Commoner,,lb,40,16.8,14.4,2,0.1,0.1,0.02,14.784,12.96,No,0,No,0.05,2,8.256,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.2064,40cp,40cp,40,40cp,Yes,No,No,No,No,0.95,1.06,38,42.4,38cp,42cp 4st
331,WildGame,Fine Elk,Elk (1 lb) (Fine),Elk (1 lb),Fine,Fine,Artisan,,lb,52,21.84,18.72,2.6,0.1,0.1,0.02,19.219,16.848,No,0,No,0.08,4.16,9.173,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.176403846,52cp,52cp,52,52cp,Yes,No,No,No,No,0.95,1.06,49.4,55.12,49cp 4st,55cp 1st 2ci
332,WildGame,High Table Elk,Elk (1 lb) (High Table),Elk (1 lb),High Table,Luxury,Noble,,lb,99.147,31.92,27.36,3.8,0.1,0.1,0.02,28.09,24.624,No,0,No,0.35,34.701,7.932,grassland;forest;hills;mountains;tundra,,No,0,Yes,,0.080002421,99cp 1st 5ci,99cp 1st 5ci,99.1,99cp 1st,Yes,Yes,No,No,No,0.94,1.1,93.198,109.062,93cp 2st,1si 9cp
333,Foraged,Low Inn Chanterelles,Chanterelles (basket) (Low Inn),Chanterelles (basket),Low Inn,Staple,Commoner,,basket,72,25.2,21.6,2.88,0.1,0.1,0.02,22.176,19.44,No,0,No,0.04,2.88,24.624,wetland;forest;hills;mountains,,No,0,Yes,,0.342,72cp,72cp,72,72cp,Yes,No,No,No,No,0.95,1.06,68.4,76.32,68cp 4st,76cp 3st 2ci
334,Foraged,Common Chanterelles,Chanterelles (basket) (Common),Chanterelles (basket),Common,Common,Commoner,,basket,80,28,24,3.2,0.1,0.1,0.02,24.64,21.6,No,0,No,0.05,4,26.56,wetland;forest;hills;mountains,,No,0,Yes,,0.332,80cp,80cp,80,80cp,Yes,No,No,No,No,0.95,1.06,76,84.8,76cp,84cp 8st
335,Foraged,Fine Chanterelles,Chanterelles (basket) (Fine),Chanterelles (basket),Fine,Fine,Artisan,,basket,112,39.2,33.6,4.48,0.1,0.1,0.02,34.496,30.24,No,0,No,0.08,8.96,33.824,wetland;forest;hills;mountains,,No,0,Yes,,0.302,1si 12cp,1si 12cp,112,1si 12cp,Yes,No,No,No,No,0.95,1.06,106.4,118.72,1si 6cp 4st,1si 18cp 7st
